DATA;HORA;PRECIPITACAO_TOTAL;PRESSAO_ATMOSFERICA_NA_ESTACAO;IRRADICAO_GLOBAL;TEMPERATURA_AR;TEMPERATURA_MAX;TEMPERATURA_MIN;DIRECAO_VENTO;RAJADA_MAX_VENTO;VELOCIDADE_VENTO
2015-10-14;14;0.0;912.8;3335.4;22.6;22.6;21.0;11;6.2;2.3
2015-10-14;15;0.0;912.1;3106.3;24.4;25.2;22.3;8;5.2;2.3
2015-10-14;16;0.0;911.0;3390.0;26.1;26.2;24.3;17;6.0;2.1
2015-10-14;17;0.0;910.2;2634.1;25.7;26.5;25.2;358;5.9;2.3
2015-10-14;18;0.0;909.3;1892.8;26.8;27.3;25.5;63;6.2;2.5
2015-10-14;19;0.0;909.1;1663.1;25.9;26.9;25.8;56;7.3;3.6
2015-10-14;20;0.0;909.0;902.9;24.9;25.9;24.8;44;7.7;3.0
2015-10-14;21;0.0;909.2;196.6;22.1;25.0;22.1;54;6.9;3.6
2015-10-15;10;0.0;909.7;499.7;22.5;22.5;18.5;321;4.6;2.3
2015-10-15;11;0.0;909.8;1522.8;26.0;26.0;22.5;343;7.0;3.4
2015-10-15;12;0.0;910.1;2269.9;27.1;27.3;26.0;319;9.7;3.3
2015-10-15;13;0.0;909.6;2929.3;28.8;29.1;27.1;319;10.9;4.8
2015-10-15;14;0.0;909.2;3387.9;29.2;30.4;28.8;301;15.0;6.5
2015-10-15;15;0.0;909.0;3548.7;30.8;30.9;29.2;294;15.0;4.6
2015-10-15;16;0.0;908.3;3376.5;30.9;31.3;30.4;298;13.9;6.8
2015-10-15;17;0.0;907.6;2989.2;31.9;31.9;30.3;298;13.5;5.7
2015-10-15;18;0.0;907.2;2519.3;32.1;32.1;31.4;295;17.8;5.2
2015-10-15;19;0.0;907.5;1759.9;31.7;32.3;31.6;286;12.6;7.1
2015-10-15;20;0.0;908.0;887.3;30.5;31.7;30.5;307;12.2;4.8
2015-10-15;21;0.0;909.1;149.1;28.5;30.5;28.4;302;12.2;2.4
2015-10-16;10;0.0;912.2;497.9;23.0;23.0;21.1;77;2.4;0.9
2015-10-16;11;0.0;913.2;1107.7;25.0;25.0;22.9;37;2.2;1.2
2015-10-16;12;0.0;913.4;1575.7;27.8;27.8;25.0;182;2.6;0.6
2015-10-16;13;0.0;913.4;2374.6;29.6;29.6;27.7;287;5.7;2.4
2015-10-16;14;0.0;913.7;3182.2;25.6;30.5;25.6;105;9.1;4.6
2015-10-16;15;0.0;913.0;3519.5;23.8;25.8;23.8;97;10.5;5.4
2015-10-16;16;0.0;913.1;1822.1;21.0;25.1;21.0;109;10.1;3.9
2015-10-16;17;4.0;912.7;570.9;19.7;21.0;19.5;91;9.0;3.0
2015-10-16;18;0.0;913.0;670.3;19.4;19.9;19.4;106;6.4;3.4
2015-10-16;19;0.0;912.4;558.5;19.4;20.0;19.2;79;8.1;3.5
2015-10-16;20;0.0;912.8;129.0;18.7;19.4;18.7;104;7.6;2.5
2015-10-16;21;0.0;914.2;14.1;18.7;18.8;18.5;32;5.4;0.7
2015-10-17;10;0.0;915.9;215.2;16.0;16.2;15.9;59;4.8;2.0
2015-10-17;11;0.0;916.4;460.6;16.5;16.5;15.9;55;4.5;2.4
2015-10-17;12;0.0;916.1;778.5;17.8;17.8;16.5;45;5.5;2.8
2015-10-17;13;0.0;916.6;797.0;18.2;18.4;17.8;68;8.7;2.8
2015-10-17;14;0.0;916.8;728.0;17.8;18.4;17.5;84;5.6;2.6
2015-10-17;15;0.0;916.4;1309.2;18.5;18.6;17.8;86;6.5;2.5
2015-10-17;16;0.0;915.7;1457.9;18.6;19.2;18.3;67;6.4;3.2
2015-10-17;17;0.0;915.5;1262.0;18.3;19.1;18.2;79;6.2;2.3
2015-10-17;18;0.0;915.3;639.3;16.7;18.4;16.6;68;6.8;3.3
2015-10-17;19;0.0;915.4;309.3;14.9;16.8;14.9;84;8.2;3.1
2015-10-17;20;0.0;916.2;94.4;13.5;15.0;13.5;77;6.5;3.2
2015-10-17;21;0.0;916.7;10.1;13.0;13.6;12.9;71;6.7;3.1
2015-10-18;10;0.0;918.6;136.4;10.6;10.7;10.3;88;6.2;2.9
2015-10-18;11;0.0;918.9;286.3;11.1;11.2;10.6;93;6.2;3.0
2015-10-18;12;0.0;919.2;387.0;11.1;11.2;10.9;78;6.5;3.3
2015-10-18;13;0.0;919.0;694.5;11.7;11.7;11.0;80;7.4;2.9
2015-10-18;14;0.0;918.8;1107.3;12.2;12.4;11.4;64;7.4;3.7
2015-10-18;15;0.0;918.5;1551.9;13.0;13.2;12.2;77;6.9;3.5
2015-10-18;16;0.0;917.8;1430.7;13.4;13.9;13.0;88;6.4;3.0
2015-10-18;17;0.0;917.3;1237.0;13.6;14.0;12.9;71;6.3;2.6
2015-10-18;18;0.0;916.8;906.9;13.6;14.2;13.1;92;6.0;2.6
2015-10-18;19;0.0;916.9;581.6;13.2;13.8;13.2;77;6.0;2.4
2015-10-18;20;0.0;916.9;240.1;12.7;13.5;12.7;84;5.9;2.7
2015-10-18;21;0.0;917.2;54.2;12.0;12.8;12.0;75;5.9;2.6
2015-10-19;10;0.0;916.5;230.8;12.4;12.4;11.8;52;4.7;2.4
2015-10-19;11;0.0;916.6;612.5;13.7;13.7;12.3;47;5.0;2.3
2015-10-19;12;0.0;916.1;1397.6;15.7;15.7;13.7;51;5.9;2.8
2015-10-19;13;0.0;915.6;2581.8;18.1;18.2;15.7;41;6.5;2.7
2015-10-19;14;0.0;914.9;2846.1;19.6;19.7;18.1;74;6.0;2.3
2015-10-19;15;0.0;914.1;3376.1;21.5;21.7;19.6;73;8.1;2.2
2015-10-19;16;0.0;912.8;3263.1;22.3;22.5;20.9;65;6.0;2.2
2015-10-19;17;0.0;912.2;2859.5;22.2;23.0;21.9;77;6.9;3.8
2015-10-19;18;0.0;911.7;2537.0;22.4;23.3;22.1;72;7.5;3.5
2015-10-19;19;0.0;911.4;1710.0;20.8;22.6;20.8;67;8.0;4.2
2015-10-19;20;0.0;911.8;893.7;18.4;20.8;18.4;50;8.3;4.0
2015-10-19;21;0.0;912.4;80.2;16.3;18.4;16.3;55;8.9;4.8
2015-10-20;10;0.0;910.8;587.5;16.9;16.9;14.4;314;3.1;1.6
2015-10-20;11;0.0;910.9;1356.7;19.8;19.8;16.9;318;4.1;1.2
2015-10-20;12;0.0;911.0;1887.4;24.2;24.2;19.7;14;3.3;1.0
2015-10-20;13;0.0;910.7;2418.6;27.3;27.3;24.2;346;7.9;3.1
2015-10-20;14;0.0;910.1;2774.3;28.5;28.9;26.8;345;10.5;4.7
2015-10-20;15;0.0;909.7;2968.2;30.0;30.2;28.4;345;10.2;3.3
2015-10-20;16;0.0;909.1;2522.6;31.2;31.5;30.0;297;9.7;3.9
2015-10-20;17;0.0;908.3;2427.4;31.3;31.6;30.6;303;11.6;4.9
2015-10-20;18;0.0;908.1;1441.8;30.8;31.6;30.6;287;11.6;3.4
2015-10-20;19;0.0;908.2;1626.6;31.0;32.0;30.8;266;7.8;4.0
2015-10-20;20;0.0;908.2;732.5;29.6;31.1;29.6;259;7.1;2.1
2015-10-20;21;0.0;908.4;132.6;27.0;29.6;27.0;251;3.6;0.5
2015-10-21;10;0.0;909.7;563.7;22.4;22.4;20.2;48;2.9;1.0
2015-10-21;11;0.0;910.2;1124.9;23.5;25.5;22.4;204;7.6;2.6
2015-10-21;12;0.0;910.3;2149.1;24.4;25.9;23.3;162;7.6;2.1
2015-10-21;13;0.0;910.2;2854.0;28.9;28.9;24.4;120;4.0;0.8
2015-10-21;14;0.0;909.7;2573.7;29.6;29.6;28.1;274;7.0;3.0
2015-10-21;15;0.0;909.0;3248.1;30.9;30.9;29.4;267;8.7;3.0
2015-10-21;16;15.8;909.6;232.4;19.2;31.1;19.2;278;12.9;2.1
2015-10-21;17;10.6;909.0;133.1;19.6;19.6;18.2;132;8.5;2.0
2015-10-21;18;2.4;909.1;112.7;20.0;20.1;19.3;94;7.9;2.9
2015-10-21;19;11.0;908.3;610.9;19.6;19.9;18.6;107;8.6;3.3
2015-10-21;20;0.0;909.3;395.0;18.6;19.6;18.6;82;9.4;3.5
2015-10-21;21;0.6;908.9;24.8;18.1;18.6;17.8;77;8.7;2.9
2015-10-22;10;0.0;909.1;371.4;18.4;18.8;18.3;50;7.6;3.5
2015-10-22;11;0.0;909.9;512.7;18.8;18.9;18.3;66;7.7;2.2
2015-10-22;12;0.2;910.0;698.4;19.9;19.9;18.7;56;6.2;2.9
2015-10-22;13;0.2;911.5;659.8;18.5;20.0;18.4;135;8.0;2.8
2015-10-22;14;30.4;912.2;36.1;15.9;18.5;15.8;97;12.5;3.0
2015-10-22;15;8.0;912.3;77.0;16.1;16.1;15.8;92;8.3;2.2
2015-10-22;16;2.2;912.6;107.8;16.2;16.4;16.1;332;4.6;0.9
2015-10-22;17;2.6;910.8;44.5;16.1;16.3;16.0;87;4.1;0.8
2015-10-22;18;4.0;910.5;30.2;16.0;16.1;15.9;29;6.9;2.8
2015-10-22;19;1.6;910.0;48.1;15.9;16.0;15.8;85;6.8;1.2
2015-10-22;20;0.0;909.0;47.8;16.0;16.0;15.9;359;5.3;2.2
2015-10-22;21;0.0;909.9;27.5;16.0;16.1;15.9;285;5.9;0.3
2015-10-23;10;0.0;913.2;355.0;15.2;15.2;14.6;43;1.8;0.7
2015-10-23;11;0.0;913.4;499.8;15.6;15.7;15.1;41;4.0;1.4
2015-10-23;12;0.0;913.4;568.1;16.4;16.4;15.6;80;4.0;2.0
2015-10-23;13;0.0;913.8;1225.8;18.5;18.8;16.4;91;4.0;1.2
2015-10-23;14;0.0;913.9;1472.0;20.0;20.0;18.3;51;3.9;1.6
2015-10-23;15;0.0;913.7;1480.0;19.9;20.5;19.5;116;3.8;1.5
2015-10-23;16;0.0;913.1;1585.9;20.2;20.5;19.4;106;5.4;2.3
2015-10-23;17;0.0;912.6;1778.5;21.0;21.3;20.2;103;4.4;1.6
2015-10-23;18;0.0;912.6;1429.8;20.8;21.6;20.6;104;5.3;2.1
2015-10-23;19;0.0;912.7;545.2;19.3;21.1;19.3;96;6.1;3.0
2015-10-23;20;0.0;913.3;231.0;18.2;19.4;18.1;103;6.5;2.1
2015-10-23;21;0.0;914.0;36.9;17.2;18.2;17.2;98;5.4;2.7
2015-10-24;10;0.4;917.6;185.2;14.5;14.5;14.4;112;4.7;2.3
2015-10-24;11;0.0;917.7;469.8;15.1;15.1;14.4;110;4.7;1.9
2015-10-24;12;0.2;918.0;473.8;15.2;15.4;14.8;70;5.0;2.4
2015-10-24;13;0.0;917.9;1042.4;16.1;16.1;15.1;85;5.3;2.2
2015-10-24;14;0.0;917.6;1655.3;17.4;17.4;16.1;94;5.6;2.8
2015-10-24;15;0.0;916.9;1069.0;17.7;18.0;17.3;100;5.4;2.8
2015-10-24;16;0.0;916.1;1144.1;18.5;18.9;17.7;94;6.9;3.1
2015-10-24;17;0.0;915.6;1013.9;18.2;18.9;18.0;85;5.8;2.2
2015-10-24;18;0.0;915.4;603.9;17.2;18.3;17.1;69;7.2;3.4
2015-10-24;19;0.0;915.6;400.4;16.5;17.3;16.5;77;7.2;2.9
2015-10-24;20;0.0;916.0;227.2;15.7;16.6;15.7;111;6.2;2.5
2015-10-24;21;0.0;916.6;14.5;14.7;15.7;14.6;114;6.4;2.6
2015-10-25;10;0.0;917.0;93.5;13.8;13.8;13.4;89;5.9;2.2
2015-10-25;11;0.0;917.4;234.3;14.3;14.3;13.8;103;5.3;1.9
2015-10-25;12;0.0;917.4;341.8;14.4;14.4;14.1;94;5.9;2.7
2015-10-25;13;0.0;917.3;1017.0;15.2;15.3;14.3;78;7.8;3.5
2015-10-25;14;0.0;917.1;986.3;15.6;15.6;14.7;95;8.8;3.1
2015-10-25;15;0.0;916.2;1479.1;16.6;16.6;15.6;92;8.3;2.9
2015-10-25;16;0.0;915.7;1292.0;16.0;16.9;15.8;86;7.4;3.5
2015-10-25;17;0.0;915.4;679.4;15.5;16.0;15.4;84;7.3;3.0
2015-10-25;18;0.0;915.3;436.0;15.3;15.7;15.2;81;6.4;2.0
2015-10-25;19;0.0;915.0;233.8;14.8;15.7;14.8;102;6.0;2.6
2015-10-25;20;0.0;915.7;85.4;14.7;15.0;14.5;72;6.6;1.9
2015-10-25;21;0.0;915.8;22.1;13.9;14.7;13.9;78;5.9;2.6
2015-10-26;10;0.0;913.9;201.0;14.8;14.8;14.1;58;5.7;2.6
2015-10-26;11;0.0;914.0;496.6;16.0;16.0;14.8;50;5.7;2.8
2015-10-26;12;0.0;914.3;618.8;17.0;17.0;16.0;69;5.7;1.7
2015-10-26;13;0.0;914.6;710.6;17.8;18.1;16.9;53;4.7;2.2
2015-10-26;14;0.0;914.2;590.0;18.2;18.2;17.5;66;4.8;1.7
2015-10-26;15;0.0;913.4;681.9;19.0;19.0;18.2;76;5.3;2.0
2015-10-26;16;0.0;913.0;1052.1;19.1;19.3;18.4;82;4.3;1.8
2015-10-26;17;5.8;912.7;482.8;17.6;19.4;17.6;74;3.6;1.7
2015-10-26;18;4.4;912.6;498.7;18.0;18.1;17.3;97;3.5;1.8
2015-10-26;19;0.0;912.4;504.7;18.0;18.1;17.8;97;4.0;1.8
2015-10-26;20;0.0;912.4;275.4;18.0;18.3;18.0;90;3.7;1.1
2015-10-26;21;0.0;912.9;58.7;17.3;17.9;17.3;119;3.4;1.5
2015-10-27;10;0.0;912.4;261.8;16.7;16.7;16.2;149;1.7;0.2
2015-10-27;11;0.0;912.6;655.6;18.0;18.2;16.7;89;1.9;0.8
2015-10-27;12;0.0;912.9;955.4;19.0;19.1;18.1;133;2.9;0.9
2015-10-27;13;0.0;912.8;1661.7;20.8;20.8;18.9;36;3.2;1.4
2015-10-27;14;0.0;912.2;1862.3;22.5;22.8;20.7;30;4.6;1.6
2015-10-27;15;0.2;911.8;2043.8;23.5;24.1;21.9;18;4.1;0.5
2015-10-27;16;0.0;911.2;1185.2;23.6;24.1;23.3;95;3.4;1.2
2015-10-27;17;0.0;910.5;1941.9;25.8;25.8;23.6;259;5.8;2.9
2015-10-27;18;0.0;910.1;1235.8;22.9;26.5;22.7;114;5.7;3.0
2015-10-27;19;0.0;910.2;1026.6;21.6;23.4;21.6;118;5.7;2.3
2015-10-27;20;0.0;910.4;358.4;20.3;21.6;20.3;111;5.7;2.3
2015-10-27;21;0.0;911.0;73.6;19.3;20.3;19.2;124;5.0;1.3
2015-10-28;10;0.0;913.1;703.3;18.8;19.4;17.8;122;4.8;2.1
2015-10-28;11;0.0;913.6;1095.4;20.1;20.2;18.8;115;4.7;2.2
2015-10-28;12;0.0;914.0;1093.7;20.7;20.8;19.6;121;6.0;2.3
2015-10-28;13;0.0;914.1;1195.7;21.0;21.6;20.4;108;6.2;3.1
2015-10-28;14;0.0;914.2;2249.9;21.7;22.8;20.8;131;6.2;2.6
2015-10-28;15;0.0;914.1;1192.4;20.9;22.4;20.8;115;7.8;3.7
2015-10-28;16;0.0;913.5;2144.3;21.9;22.7;20.6;116;7.8;2.5
2015-10-28;17;0.0;913.2;3786.0;22.1;22.8;21.5;98;7.3;3.3
2015-10-28;18;0.0;912.9;1572.6;20.8;22.5;20.2;91;7.6;2.9
2015-10-28;19;0.0;912.8;706.0;19.9;20.7;19.3;111;7.3;3.5
2015-10-28;20;0.0;913.1;467.8;19.3;20.2;19.3;114;7.7;3.9
2015-10-28;21;0.0;913.4;146.7;18.1;19.3;18.1;91;7.9;2.5
2015-10-29;10;0.0;915.8;444.9;16.9;17.0;16.2;93;5.0;2.3
2015-10-29;11;0.0;916.0;1186.7;18.4;18.8;16.9;88;5.8;2.9
2015-10-29;12;0.0;916.3;1801.2;19.5;20.3;18.4;93;10.0;3.6
2015-10-29;13;0.0;916.3;2580.0;20.7;21.6;19.5;108;9.1;2.6
2015-10-29;14;0.2;916.0;2325.1;20.9;22.0;20.4;104;8.3;4.0
2015-10-29;15;0.0;915.6;2410.3;21.6;22.5;20.8;87;7.3;3.3
2015-10-29;16;0.0;915.0;3179.5;22.2;23.0;21.6;96;8.2;2.9
2015-10-29;17;0.0;914.8;2073.5;21.7;23.5;21.3;75;9.1;3.8
2015-10-29;18;0.0;914.3;2544.9;22.5;23.3;21.3;90;8.5;3.1
2015-10-29;19;0.0;914.3;1764.5;20.8;23.0;20.6;91;8.8;4.3
2015-10-29;20;0.0;914.5;887.9;19.4;21.5;19.4;89;8.1;3.9
2015-10-29;21;0.0;914.7;206.0;18.2;19.4;18.1;97;8.4;3.2
2015-10-30;10;0.0;914.6;406.1;17.4;17.4;16.3;78;5.4;2.5
2015-10-30;11;0.0;914.6;777.0;18.1;18.3;17.5;79;4.9;2.4
2015-10-30;12;0.0;914.4;1674.0;20.0;20.3;18.1;82;7.8;3.8
2015-10-30;13;0.0;913.8;1926.6;21.4;21.5;19.9;81;7.8;3.0
2015-10-30;14;0.0;913.1;2056.8;22.3;22.4;20.6;72;7.5;3.3
2015-10-30;15;0.0;912.5;2296.2;23.5;23.5;21.8;4;7.0;2.9
2015-10-30;16;0.0;911.5;2439.9;24.2;25.0;23.2;24;6.7;3.0
2015-10-30;17;0.0;910.8;2817.7;25.2;25.6;23.6;320;7.6;3.5
2015-10-30;18;0.0;909.9;2433.8;25.6;26.5;25.1;330;7.6;2.5
2015-10-30;19;0.0;909.5;1201.2;25.4;26.0;25.3;327;5.6;2.3
2015-10-30;20;0.0;909.4;872.5;23.9;25.8;23.9;25;5.2;1.5
2015-10-30;21;0.0;909.6;137.0;21.7;23.9;21.6;50;6.0;2.7
2015-10-31;10;0.0;909.7;387.8;19.6;19.7;18.6;80;2.2;0.9
2015-10-31;11;0.0;909.9;698.9;20.1;20.5;19.5;170;1.7;0.3
2015-10-31;12;0.0;910.5;385.8;20.4;20.8;20.1;215;1.8;0.0
2015-10-31;13;2.6;911.0;238.5;19.9;20.5;19.4;251;4.2;1.4
2015-10-31;14;2.2;911.1;403.3;20.3;20.3;19.9;350;2.8;1.4
2015-10-31;15;3.4;911.1;289.0;18.6;20.3;18.6;348;6.9;3.1
2015-10-31;16;3.8;910.8;353.3;19.2;19.2;18.6;343;6.9;1.7
2015-10-31;17;2.6;910.5;352.4;19.5;19.5;19.1;295;3.9;1.5
2015-10-31;18;0.6;909.9;313.8;19.5;19.5;19.4;308;4.6;1.1
2015-10-31;19;0.0;909.3;389.2;19.7;19.7;19.3;44;2.6;0.6
2015-10-31;20;0.0;908.8;292.7;19.7;20.0;19.7;113;3.1;1.5
2015-10-31;21;0.0;909.5;97.4;19.3;19.7;19.3;160;2.7;0.2
2015-11-01;10;0.4;912.1;193.8;15.8;15.8;15.6;103;6.1;2.9
2015-11-01;11;1.0;912.5;370.0;16.1;16.2;15.8;104;5.5;2.4
2015-11-01;12;0.0;912.8;505.0;16.6;16.6;16.1;108;7.4;2.8
2015-11-01;13;0.0;912.9;763.6;16.6;17.1;16.5;114;8.4;3.1
2015-11-01;14;1.0;912.6;1070.6;16.7;16.9;16.4;115;7.1;2.9
2015-11-01;15;0.2;912.4;1058.3;17.2;17.2;16.7;110;9.4;3.2
2015-11-01;16;0.0;911.9;791.5;17.1;17.6;16.9;117;8.1;3.3
2015-11-01;17;0.0;911.6;742.5;17.1;17.1;16.5;114;9.3;3.9
2015-11-01;18;0.0;911.2;610.7;17.0;17.4;16.9;112;7.6;3.4
2015-11-01;19;0.0;910.9;562.7;16.4;17.0;16.4;107;8.9;3.7
2015-11-01;20;0.0;911.1;180.9;15.9;16.4;15.8;112;10.6;4.1
2015-11-01;21;0.0;911.6;53.6;15.7;15.9;15.6;110;8.0;2.7
2015-11-02;10;0.2;912.3;104.9;14.8;14.8;14.4;108;7.5;2.8
2015-11-02;11;0.0;912.6;155.2;15.2;15.3;14.8;112;6.3;2.8
2015-11-02;12;0.0;912.5;317.3;15.6;15.6;15.2;118;7.3;2.9
2015-11-02;13;0.0;912.0;582.6;16.7;16.7;15.6;112;8.1;3.6
2015-11-02;14;0.0;911.7;756.5;17.0;17.2;16.7;117;7.1;3.8
2015-11-02;15;0.0;911.2;765.7;17.5;17.9;16.8;119;8.7;4.1
2015-11-02;16;0.0;910.7;677.0;17.4;17.6;17.1;117;9.2;3.6
2015-11-02;17;0.0;910.2;522.6;16.8;17.6;16.8;117;7.7;2.4
2015-11-02;18;0.0;909.7;474.4;16.7;17.0;16.7;121;7.0;3.0
2015-11-02;19;0.0;909.7;224.6;16.2;16.8;16.2;119;7.6;3.1
2015-11-02;20;1.4;909.8;347.6;15.5;16.2;15.5;114;6.9;3.3
2015-11-02;21;0.0;909.9;71.5;15.4;15.6;15.4;116;6.8;2.7
2015-11-03;10;0.0;911.1;199.7;16.3;16.3;15.8;234;1.8;0.8
2015-11-03;11;0.2;911.6;301.8;16.9;16.9;16.2;253;2.7;1.0
2015-11-03;12;0.0;911.7;597.2;17.7;17.7;16.8;266;2.1;1.3
2015-11-03;13;0.0;911.6;1042.2;18.2;18.8;17.6;223;2.8;1.6
2015-11-03;14;0.0;911.6;761.4;18.7;18.8;18.2;220;3.1;1.8
2015-11-03;15;0.0;911.2;1767.0;20.7;21.0;18.8;249;3.7;1.6
2015-11-03;16;0.0;910.8;1496.2;21.7;21.7;20.7;252;5.1;2.8
2015-11-03;17;0.0;910.5;1155.7;21.4;21.9;21.3;262;5.6;3.0
2015-11-03;18;0.0;909.9;785.9;21.4;21.6;21.1;248;5.8;2.1
2015-11-03;19;0.0;909.6;593.4;21.2;21.6;21.2;221;3.6;1.4
2015-11-03;20;0.0;909.5;263.0;20.6;21.2;20.6;226;4.3;0.3
2015-11-03;21;0.0;910.2;79.7;20.3;20.7;20.3;182;2.0;0.3
2015-11-04;10;0.2;911.4;127.7;17.6;17.6;17.3;77;3.5;1.3
2015-11-04;11;0.4;911.6;319.0;17.9;18.0;17.5;89;4.3;1.6
2015-11-04;12;0.2;911.8;306.0;18.1;18.2;17.9;104;4.3;1.4
2015-11-04;13;0.4;912.0;366.3;18.0;18.3;18.0;102;4.3;2.0
2015-11-04;14;2.8;911.7;425.3;17.9;18.1;17.7;93;6.2;2.4
2015-11-04;15;2.0;911.5;441.4;17.9;18.1;17.8;119;5.2;1.9
2015-11-04;16;8.2;911.5;295.3;17.0;17.9;16.8;138;7.9;2.4
2015-11-04;17;0.4;911.1;916.6;17.6;18.0;16.9;110;9.4;3.8
2015-11-04;18;0.0;910.7;514.1;17.3;17.9;17.3;130;8.2;1.9
2015-11-04;19;0.6;910.5;417.2;17.0;17.3;17.0;104;8.2;3.2
2015-11-04;20;1.0;911.0;231.5;16.9;17.0;16.8;107;8.2;2.3
2015-11-04;21;0.6;911.4;36.9;15.8;16.9;15.7;107;8.6;2.9
2015-11-05;10;0.0;911.8;187.1;16.3;16.3;15.9;29;3.3;1.0
2015-11-05;11;0.0;911.5;691.0;17.7;17.7;16.3;63;3.8;1.9
2015-11-05;12;0.0;911.4;892.7;18.6;18.6;17.4;33;3.9;1.4
2015-11-05;13;0.0;911.2;1563.3;20.0;20.1;18.2;15;5.4;1.7
2015-11-05;14;0.0;910.5;2446.9;21.9;21.9;19.8;333;4.2;1.9
2015-11-05;15;0.2;909.9;2134.3;22.5;22.9;21.9;317;5.0;2.3
2015-11-05;16;0.0;909.7;1346.8;21.9;22.7;21.9;320;6.9;3.1
2015-11-05;17;0.0;909.1;1358.3;22.4;22.9;21.9;295;6.3;1.8
2015-11-05;18;0.0;908.7;1021.1;23.2;23.2;22.4;271;4.3;1.5
2015-11-05;19;0.0;908.5;814.4;23.3;23.6;23.1;282;4.4;1.5
2015-11-05;20;0.0;908.8;868.8;23.2;23.8;22.9;316;5.7;2.9
2015-11-05;21;0.0;909.4;168.2;20.4;23.2;20.4;92;5.1;2.0
2015-11-06;10;0.0;914.5;459.0;15.0;15.1;14.4;116;7.3;3.4
2015-11-06;11;0.0;914.9;705.4;15.8;16.0;15.0;115;7.3;3.1
2015-11-06;12;0.0;915.4;1439.1;17.4;17.4;15.8;111;6.4;2.6
2015-11-06;13;0.0;915.5;1035.7;17.3;17.7;16.9;125;6.4;2.6
2015-11-06;14;0.0;915.3;1066.5;17.4;18.0;17.2;109;6.8;3.0
2015-11-06;15;0.0;915.0;905.9;17.7;18.3;17.4;105;6.5;2.3
2015-11-06;16;0.0;914.4;685.8;17.5;18.1;17.5;110;6.0;2.6
2015-11-06;17;0.0;914.2;463.8;17.2;17.6;17.1;112;6.2;3.1
2015-11-06;18;0.0;914.1;928.1;16.9;17.2;16.2;86;6.9;2.8
2015-11-06;19;0.0;914.4;620.1;16.1;17.6;16.1;118;6.5;2.8
2015-11-06;20;0.0;914.6;198.8;15.0;16.1;15.0;120;9.1;3.5
2015-11-06;21;0.0;915.0;67.2;14.7;15.1;14.6;105;8.4;3.7
2015-11-07;10;0.0;915.3;467.4;14.9;15.0;13.8;96;4.2;2.0
2015-11-07;11;0.0;915.9;1478.8;17.0;17.0;14.9;81;5.7;2.8
2015-11-07;12;0.0;916.3;1387.4;16.9;17.3;16.0;72;6.0;2.4
2015-11-07;13;0.0;916.3;1183.0;17.8;17.8;16.9;68;6.0;1.8
2015-11-07;14;0.0;915.9;1257.1;18.1;18.2;17.3;52;6.0;2.5
2015-11-07;15;0.0;915.4;1743.6;19.2;19.3;18.0;85;5.4;2.0
2015-11-07;16;0.0;914.7;1369.4;19.2;19.8;18.4;76;5.8;2.8
2015-11-07;17;0.0;914.0;1352.2;19.1;19.8;19.0;76;5.8;3.2
2015-11-07;18;0.0;913.8;1333.1;18.5;19.8;18.4;90;6.8;2.8
2015-11-07;19;0.0;913.6;864.0;18.3;19.0;18.2;75;7.8;3.2
2015-11-07;20;0.0;913.5;751.4;17.5;18.5;17.5;68;6.8;3.5
2015-11-07;21;0.0;913.5;229.4;16.8;17.8;16.8;67;6.8;2.7
2015-11-08;10;0.6;914.3;170.2;15.4;15.4;14.9;125;5.8;1.6
2015-11-08;11;0.0;914.3;504.0;16.1;16.1;15.3;92;5.1;2.0
2015-11-08;12;0.0;914.5;520.8;16.2;16.9;16.1;69;6.7;3.2
2015-11-08;13;0.0;914.1;708.3;17.4;17.4;16.2;65;7.4;3.1
2015-11-08;14;0.0;913.9;1133.3;18.0;18.2;17.4;93;7.5;2.6
2015-11-08;15;0.0;914.2;991.7;18.0;18.4;17.9;83;7.1;3.2
2015-11-08;16;0.0;914.3;828.3;18.3;18.4;17.8;107;6.3;1.9
2015-11-08;17;0.0;913.6;372.1;17.6;18.4;17.6;122;5.8;2.5
2015-11-08;18;0.0;913.4;618.2;18.1;18.3;17.6;120;6.3;2.1
2015-11-08;19;0.0;913.0;275.7;17.5;18.4;17.4;113;6.9;1.8
2015-11-08;20;0.0;913.2;248.5;17.7;18.0;17.5;59;4.3;2.0
2015-11-08;21;0.0;913.2;58.7;17.5;17.8;17.5;93;4.1;1.3
2015-11-09;10;0.0;913.6;484.0;17.5;17.5;16.0;61;1.6;0.2
2015-11-09;11;0.0;913.9;1692.8;20.1;20.5;17.5;97;2.6;1.0
2015-11-09;12;0.0;914.2;2517.8;21.3;21.9;20.1;113;3.6;1.7
2015-11-09;13;0.0;914.3;2728.2;23.4;23.4;21.3;162;3.7;1.2
2015-11-09;14;0.0;914.0;2551.4;24.3;25.4;22.6;45;3.7;1.4
2015-11-09;15;0.0;913.6;2115.4;25.7;25.7;24.3;284;3.7;0.8
2015-11-09;16;0.0;913.2;1763.3;24.9;26.4;24.9;100;5.7;2.4
2015-11-09;17;0.0;912.9;1090.1;24.3;25.0;23.8;100;6.6;2.0
2015-11-09;18;0.0;912.3;2189.6;25.2;25.9;24.0;127;6.7;2.5
2015-11-09;19;0.0;912.3;1884.3;23.5;25.2;23.5;98;7.9;2.8
2015-11-09;20;0.0;912.9;969.7;22.2;23.7;22.2;73;7.1;3.2
